x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.123908356,0.3469818,-0.287392,0.5009694,-0.42967817,0.55707383,-0.54798394,0.5931002,-0.5174943,0.09995001,-0.69497645,0.06888977,-0.80238646,0.020687044,-0.89003,-0.036040537,-0.53667456,-0.104166046,-0.7385988,-0.13254909,-0.8536431,-0.17599015,-0.9395432,-0.22601758,-0.5312734,-0.28760415,-0.72277886,-0.31179026,-0.8480069,-0.32282636,-0.9364693,-0.35074955,-0.4884463,-0.48971415,-0.66586447,-0.512374,-0.781461,-0.49611217,-0.87639445,-0.4739838,Hello
0.0,0.0,-0.12808317,0.3302894,-0.305104,0.46924162,-0.4462655,0.513569,-0.55511105,0.5436402,-0.53269845,0.0882549,-0.7114464,0.048864413,-0.8147421,-0.0027387405,-0.89407444,-0.058934405,-0.54800344,-0.10783656,-0.7493906,-0.13686728,-0.8533346,-0.1867198,-0.92568386,-0.2371903,-0.5425018,-0.28505617,-0.7325653,-0.3117007,-0.8503509,-0.32749292,-0.9314729,-0.35964188,-0.50068545,-0.48816893,-0.6726619,-0.5126061,-0.7835073,-0.5017132,-0.87507755,-0.48398274,Hello
0.0,0.0,-0.14506151,0.3159061,-0.33243367,0.41651115,-0.49145207,0.3917639,-0.58902663,0.4090606,-0.5370223,0.09807936,-0.70853937,0.0629137,-0.8124961,0.011520276,-0.89061147,-0.04246038,-0.5558814,-0.10546946,-0.7522393,-0.13328713,-0.85406625,-0.17229469,-0.9282893,-0.20989893,-0.5496189,-0.291917,-0.73848146,-0.31571066,-0.85756457,-0.323905,-0.9391193,-0.34359133,-0.5051329,-0.506712,-0.6752791,-0.5221181,-0.7841054,-0.5036533,-0.87286884,-0.4739864,Hello
0.0,0.0,-0.143539,0.32702187,-0.33989692,0.42852256,-0.49720556,0.41071525,-0.5976197,0.42696574,-0.52929026,0.10225415,-0.70549345,0.07655953,-0.80834824,0.03356847,-0.88526493,-0.012428657,-0.5516488,-0.101960026,-0.7483122,-0.12810732,-0.85319495,-0.16007265,-0.94027686,-0.1921326,-0.54928935,-0.28518736,-0.73627603,-0.31360182,-0.85711443,-0.31248027,-0.9457259,-0.3249655,-0.51173633,-0.49798575,-0.68250597,-0.51813614,-0.7917347,-0.49623537,-0.8830998,-0.46508417,Hello
0.0,0.0,-0.12794173,0.32401752,-0.34377438,0.4482178,-0.51283085,0.44174424,-0.6198851,0.46891677,-0.5547591,0.15013507,-0.7386251,0.12097142,-0.8451269,0.07687095,-0.92754084,0.03686016,-0.5744276,-0.06423257,-0.77460355,-0.10218356,-0.87673336,-0.13768722,-0.9540268,-0.16354902,-0.56094223,-0.25436437,-0.75292605,-0.29165962,-0.8676903,-0.3010825,-0.950035,-0.31214356,-0.50757825,-0.4664983,-0.6803805,-0.49108598,-0.78773147,-0.47463423,-0.87752557,-0.4419261,Hello
0.0,0.0,-0.15270087,0.2866589,-0.3926764,0.38202062,-0.5701758,0.3408647,-0.67100185,0.3161377,-0.57261026,0.059825648,-0.75331163,0.027981864,-0.8716265,0.01756973,-0.96214116,0.018981032,-0.576906,-0.13672264,-0.76498634,-0.17543043,-0.8783198,-0.16484778,-0.96147084,-0.14018251,-0.55083895,-0.3184032,-0.74297124,-0.34784418,-0.86329985,-0.33035234,-0.9516337,-0.30723497,-0.49086353,-0.5150301,-0.67337775,-0.5448413,-0.7899018,-0.5160098,-0.8843627,-0.46668506,Hello
0.0,0.0,-0.19121876,0.18827058,-0.41184092,0.23770857,-0.5506574,0.21535742,-0.6317935,0.20790169,-0.57192874,-0.02940644,-0.7222722,-0.14675273,-0.7977211,-0.2252826,-0.8575784,-0.28743532,-0.54804677,-0.1926436,-0.7036228,-0.29897526,-0.7842896,-0.35434106,-0.85398304,-0.40036705,-0.50183606,-0.34377939,-0.6607922,-0.44533852,-0.76147205,-0.49907905,-0.8381176,-0.54548955,-0.41503996,-0.5039969,-0.56850284,-0.5976261,-0.6665778,-0.6339564,-0.7501372,-0.6587143,Hello
0.0,0.0,-0.1833566,0.14477202,-0.40265217,0.17258656,-0.546363,0.137512,-0.62171715,0.107891835,-0.53171575,-0.14398059,-0.68092555,-0.25873235,-0.7629414,-0.3440959,-0.8297772,-0.41568628,-0.50454843,-0.29012564,-0.65198505,-0.41243774,-0.74116427,-0.47361338,-0.8226252,-0.51380605,-0.4543147,-0.4116446,-0.6025126,-0.5284161,-0.7033806,-0.57971567,-0.79327345,-0.60886556,-0.3725566,-0.53031594,-0.5237999,-0.6258158,-0.62114316,-0.65993613,-0.7132251,-0.66371125,Hello
0.0,0.0,-0.17561534,0.16445076,-0.38915592,0.17602721,-0.52704984,0.13506961,-0.61886215,0.1156104,-0.5087347,-0.13665782,-0.6666636,-0.2478012,-0.7598141,-0.31922516,-0.8296272,-0.37992495,-0.48145574,-0.2787281,-0.6502809,-0.39597043,-0.7474306,-0.45293278,-0.8235795,-0.4888212,-0.42997658,-0.40941513,-0.6007601,-0.5151231,-0.7152691,-0.5646234,-0.80264264,-0.5964602,-0.34634748,-0.5492934,-0.5019096,-0.6430564,-0.6104614,-0.6774237,-0.7072849,-0.6846871,Hello
0.0,0.0,-0.20108403,0.20051451,-0.4164324,0.21072754,-0.5533362,0.14307168,-0.6441816,0.10970169,-0.5283043,-0.10554182,-0.680996,-0.2161536,-0.7671634,-0.29448074,-0.83260953,-0.3562648,-0.49647745,-0.2692242,-0.65654427,-0.3903484,-0.74780715,-0.45691603,-0.8234871,-0.5046668,-0.43995973,-0.40299386,-0.5961208,-0.52595335,-0.70249933,-0.57978976,-0.78380793,-0.6210033,-0.34753907,-0.5469714,-0.4949656,-0.6432905,-0.5950678,-0.673734,-0.6864227,-0.6832984,Hello
0.0,0.0,-0.20979625,0.19417834,-0.41632408,0.19465521,-0.553188,0.11913201,-0.64356524,0.06845865,-0.5407185,-0.11615526,-0.69349456,-0.23238675,-0.762678,-0.3224211,-0.8114179,-0.4047707,-0.5049606,-0.27896607,-0.669659,-0.40353248,-0.75514615,-0.4897005,-0.82064205,-0.5595028,-0.4410693,-0.40403756,-0.6022864,-0.53006935,-0.6944111,-0.5928715,-0.76291066,-0.64650404,-0.3383894,-0.53304756,-0.48196614,-0.63352275,-0.5739314,-0.67187625,-0.6580351,-0.69876224,Hello
0.0,0.0,-0.21572605,0.18727632,-0.417976,0.1939782,-0.5529234,0.11561193,-0.64464056,0.06790691,-0.54652005,-0.120104685,-0.7010976,-0.22755009,-0.77170086,-0.30930483,-0.82389754,-0.3832856,-0.5113525,-0.28420746,-0.6792506,-0.40205526,-0.7619165,-0.47959125,-0.8277616,-0.5419789,-0.45278618,-0.4130171,-0.6107418,-0.53171617,-0.7032599,-0.58497673,-0.7741309,-0.6330256,-0.35580528,-0.5481582,-0.49790484,-0.6432727,-0.5871504,-0.675122,-0.6683375,-0.7008857,Hello
0.0,0.0,-0.21726623,0.17352475,-0.41758832,0.18859406,-0.553832,0.12732631,-0.64905024,0.08850935,-0.5539969,-0.121727586,-0.70929205,-0.22673039,-0.7775277,-0.30620092,-0.82423514,-0.37806353,-0.5193446,-0.2787235,-0.6907008,-0.3956371,-0.77081853,-0.47121805,-0.8297376,-0.5311884,-0.45971987,-0.40763533,-0.62343866,-0.52145565,-0.7163969,-0.57327074,-0.7853484,-0.61905396,-0.36079514,-0.54170495,-0.51085734,-0.6327765,-0.60350573,-0.66272736,-0.68542796,-0.6868643,Hello
0.0,0.0,-0.22353241,0.17916958,-0.41986856,0.19407041,-0.55846226,0.13014367,-0.65209806,0.08069545,-0.5592158,-0.110755354,-0.71252733,-0.21693638,-0.78043824,-0.29949594,-0.8293781,-0.37521183,-0.5254208,-0.27114883,-0.69652915,-0.3853674,-0.77347594,-0.46379542,-0.8337135,-0.52568823,-0.46719256,-0.39948472,-0.63052917,-0.511812,-0.7209775,-0.56437933,-0.7889686,-0.61443347,-0.36885568,-0.5377037,-0.5170435,-0.62495786,-0.60611784,-0.6562973,-0.68717414,-0.68733805,Hello
0.0,0.0,-0.21761234,0.16932932,-0.417123,0.18200114,-0.55492675,0.11831981,-0.6426343,0.072601,-0.5510644,-0.12022136,-0.70094025,-0.2188864,-0.7681389,-0.2953648,-0.8147056,-0.36565012,-0.5205561,-0.2762847,-0.69070536,-0.39013675,-0.7685511,-0.46521434,-0.8308165,-0.5252927,-0.4634849,-0.4012217,-0.62446845,-0.5135689,-0.7166592,-0.56596315,-0.7884232,-0.6151332,-0.36464265,-0.5326999,-0.5117835,-0.61919993,-0.6008286,-0.6525005,-0.6821114,-0.6838471,Hello
0.0,0.0,-0.21835421,0.18181197,-0.42053646,0.21158533,-0.5650145,0.15557542,-0.65662634,0.107201666,-0.5676292,-0.09333658,-0.72083426,-0.19792068,-0.7889233,-0.2807375,-0.8397006,-0.35635725,-0.5360034,-0.2541104,-0.70818615,-0.37138903,-0.786796,-0.44942576,-0.85043573,-0.51128787,-0.47820553,-0.3824272,-0.64195704,-0.4970627,-0.73289484,-0.5487707,-0.8031461,-0.5957821,-0.37942234,-0.51723737,-0.53032494,-0.60358196,-0.6217935,-0.63622123,-0.70556647,-0.6682122,Hello
0.0,0.0,-0.21766709,0.18752983,-0.41239604,0.21165496,-0.5513121,0.15833029,-0.6386149,0.109983236,-0.5620416,-0.095982455,-0.7124101,-0.20519681,-0.78506625,-0.2879255,-0.838919,-0.36273775,-0.5280284,-0.25543544,-0.6978305,-0.37532637,-0.7767655,-0.450482,-0.84345424,-0.5096656,-0.4701411,-0.38392124,-0.63204795,-0.5021711,-0.7257818,-0.55267924,-0.80004936,-0.5999341,-0.37191316,-0.5215235,-0.5220803,-0.6080281,-0.6123385,-0.6391166,-0.69549865,-0.66804016,Hello
0.0,0.0,-0.22922252,0.18314266,-0.44176215,0.2156649,-0.5802108,0.17695779,-0.6820026,0.17535289,-0.594519,-0.030864313,-0.7707344,-0.10302773,-0.8522926,-0.15892911,-0.91235566,-0.20277634,-0.5805213,-0.17596766,-0.75983244,-0.24725188,-0.85624313,-0.2859575,-0.93154365,-0.3122821,-0.5407302,-0.30352664,-0.71619743,-0.36944562,-0.8298298,-0.38947135,-0.9158166,-0.40159667,-0.4569448,-0.449197,-0.6170822,-0.5118184,-0.72295845,-0.51753736,-0.8209094,-0.5088647,Hello
0.0,0.0,-0.17074536,0.18309298,-0.39624178,0.22199816,-0.5517892,0.20009504,-0.65797573,0.21605389,-0.62128985,-0.11673314,-0.83041036,-0.25723147,-0.87344635,-0.18902728,-0.8498573,-0.11677628,-0.587975,-0.25144252,-0.8282656,-0.37692252,-0.8708801,-0.26245925,-0.8455737,-0.14374685,-0.53663445,-0.3787152,-0.7597445,-0.4691691,-0.81345093,-0.3238957,-0.8077816,-0.18563595,-0.45300427,-0.5114295,-0.6423921,-0.6034504,-0.75803584,-0.5841708,-0.8400285,-0.5425422,Hello
0.0,0.0,-0.20334986,0.21046133,-0.4326009,0.27355868,-0.58979034,0.2653156,-0.66030383,0.33945686,-0.59594953,0.025716143,-0.7849782,-0.03429803,-0.86038464,-0.056131355,-0.9069458,-0.07695646,-0.585576,-0.120153226,-0.79231745,-0.18071441,-0.87985206,-0.19527021,-0.940078,-0.20298092,-0.5486069,-0.26080653,-0.75233847,-0.32269812,-0.86099154,-0.33607978,-0.9387744,-0.34453243,-0.47542748,-0.41976377,-0.6431248,-0.47734395,-0.7444823,-0.4872592,-0.8296834,-0.48842618,Hello
0.0,0.0,-0.1918286,0.2313122,-0.41663837,0.2920981,-0.58156306,0.2669686,-0.63528264,0.34282637,-0.60261774,0.033179693,-0.78180486,-0.0235082,-0.86513686,-0.057943054,-0.9223751,-0.08325377,-0.59867597,-0.12765053,-0.79010195,-0.17171988,-0.877917,-0.19310048,-0.9416612,-0.20188282,-0.5630817,-0.27607718,-0.75847924,-0.3191598,-0.86352223,-0.32599148,-0.9435998,-0.3310881,-0.4875146,-0.44786766,-0.65817,-0.4896189,-0.75241435,-0.49087813,-0.8344518,-0.4864004,Hello
0.0,0.0,-0.19946724,0.2625725,-0.40254575,0.37865242,-0.56641626,0.36725605,-0.65395075,0.3615297,-0.62036943,0.13233,-0.8036092,0.086156085,-0.88548684,0.031614393,-0.9449386,-0.02029494,-0.6254832,-0.040266313,-0.82709515,-0.07827733,-0.90306544,-0.112853065,-0.9559188,-0.14879078,-0.60239327,-0.1983094,-0.79312813,-0.23359191,-0.8945083,-0.24193098,-0.96415967,-0.26532266,-0.53517395,-0.38775542,-0.71407616,-0.4022166,-0.8120977,-0.39132756,-0.8951571,-0.38403836,Hello
0.0,0.0,-0.18124013,0.28436783,-0.38407263,0.4085019,-0.547036,0.4035259,-0.6219437,0.40495896,-0.610853,0.14584659,-0.78722316,0.10944749,-0.8818492,0.06138401,-0.9517252,0.017234087,-0.62282157,-0.034469895,-0.81805116,-0.061518732,-0.9010246,-0.096088886,-0.9581982,-0.12684794,-0.6063009,-0.20338471,-0.7974153,-0.22639342,-0.89732707,-0.23236652,-0.9674059,-0.25323078,-0.55117995,-0.40055478,-0.72796357,-0.4093489,-0.8198336,-0.39538687,-0.8926271,-0.3871235,Hello
0.0,0.0,-0.1661647,0.29987723,-0.36618593,0.4138773,-0.5266107,0.3999422,-0.6031107,0.3969789,-0.59191006,0.14132369,-0.76912034,0.10140717,-0.86051667,0.056807194,-0.9282219,0.015798772,-0.60384583,-0.042032074,-0.8033476,-0.076837406,-0.89441365,-0.114742994,-0.9580916,-0.14820899,-0.58977807,-0.2086649,-0.7818079,-0.23796578,-0.8863714,-0.24692062,-0.9618907,-0.27343416,-0.5417639,-0.4051097,-0.7164934,-0.41561666,-0.8119026,-0.3992883,-0.89132124,-0.38811904,Hello
0.0,0.0,-0.16647704,0.30807158,-0.36449736,0.43202704,-0.52091485,0.42589045,-0.6030266,0.43803772,-0.58348006,0.16395788,-0.75863767,0.13327186,-0.8563133,0.091124505,-0.93385816,0.049643517,-0.6004028,-0.024970472,-0.799655,-0.05117553,-0.89818114,-0.08908544,-0.9755626,-0.12189059,-0.5920704,-0.20021822,-0.78279334,-0.2262633,-0.89014655,-0.23145501,-0.9685355,-0.24887541,-0.55326885,-0.40293077,-0.7240353,-0.41114393,-0.8234928,-0.38951403,-0.9075756,-0.368406,Hello
0.0,0.0,-0.15763114,0.31498444,-0.3556736,0.4359169,-0.5167592,0.42539516,-0.5855954,0.43643326,-0.5752132,0.1558209,-0.7506408,0.13000762,-0.8460518,0.08389409,-0.9158674,0.036299337,-0.59437424,-0.03339623,-0.79889375,-0.05220759,-0.89505,-0.093197435,-0.96011084,-0.13067015,-0.5855291,-0.20318998,-0.7829242,-0.22381242,-0.89164615,-0.23199922,-0.96618676,-0.25784317,-0.5408686,-0.4039537,-0.7166789,-0.41365406,-0.8184726,-0.39776814,-0.90436465,-0.3831501,Hello
0.0,0.0,-0.16132274,0.31666026,-0.3621965,0.4293277,-0.5169302,0.41402796,-0.59147966,0.4170484,-0.5695647,0.15012537,-0.7473609,0.121898405,-0.8463781,0.07742446,-0.9181978,0.033508815,-0.58578193,-0.045317624,-0.7891829,-0.06688133,-0.8891788,-0.10534031,-0.9590284,-0.14144275,-0.575502,-0.21796526,-0.77023804,-0.23989071,-0.88402444,-0.24441953,-0.9633853,-0.26812097,-0.5297243,-0.42010003,-0.70284903,-0.42741805,-0.8059695,-0.40859386,-0.89285696,-0.39125004,Hello
0.0,0.0,-0.15491624,0.31477535,-0.3596301,0.42770413,-0.51716924,0.40629283,-0.581766,0.42017776,-0.5692755,0.13623375,-0.7424081,0.105990045,-0.8435525,0.062164605,-0.92097044,0.018894069,-0.58673316,-0.059241448,-0.7851968,-0.08316913,-0.8865261,-0.12137079,-0.9628545,-0.15789779,-0.5793591,-0.23203121,-0.7695262,-0.2572263,-0.8801284,-0.2614865,-0.9588327,-0.28397167,-0.539826,-0.43346947,-0.7117175,-0.44421712,-0.81232667,-0.42637533,-0.89768136,-0.40811986,Hello
0.0,0.0,-0.14937147,0.31812036,-0.35239094,0.43298247,-0.509801,0.41619766,-0.5815976,0.4177133,-0.5649326,0.13903363,-0.7409161,0.10529532,-0.8451212,0.052195214,-0.9238791,-0.0067488016,-0.5793719,-0.05077985,-0.7782939,-0.0716905,-0.8811278,-0.11486345,-0.9590693,-0.1615862,-0.5707505,-0.22396046,-0.7627455,-0.24339068,-0.8791127,-0.24950475,-0.96105975,-0.27634048,-0.5303395,-0.429356,-0.7054293,-0.43344295,-0.8106165,-0.41411722,-0.9014555,-0.39701748,Hello
0.0,0.0,-0.15196872,0.30493692,-0.359351,0.4168792,-0.5318133,0.38786367,-0.63052964,0.36622626,-0.5735623,0.112373255,-0.7470327,0.07953408,-0.84751093,0.025769206,-0.9221062,-0.032980174,-0.58729213,-0.079693325,-0.7773896,-0.10683483,-0.8764532,-0.14409629,-0.9501225,-0.18122783,-0.5739282,-0.25049815,-0.7581525,-0.27950788,-0.8713549,-0.28538018,-0.95239085,-0.30487958,-0.5231611,-0.44600675,-0.6973985,-0.46000153,-0.8028761,-0.4454076,-0.8932083,-0.42435744,Hello
0.0,0.0,-0.15168272,0.2823037,-0.38177633,0.39288637,-0.55389357,0.34985977,-0.6199719,0.30665407,-0.5697909,0.09252579,-0.7413904,0.056370623,-0.8490883,0.011141502,-0.9289237,-0.036828984,-0.5774473,-0.103791736,-0.7689142,-0.13561241,-0.87337667,-0.16576807,-0.95079786,-0.19311327,-0.5540761,-0.27648932,-0.74303854,-0.3076954,-0.8603795,-0.3139652,-0.9442738,-0.329161,-0.49424422,-0.47172448,-0.6737439,-0.49339288,-0.7846904,-0.47990233,-0.88078094,-0.4559511,Hello
0.0,0.0,-0.15020289,0.23826246,-0.3842199,0.32407853,-0.553976,0.29091892,-0.6543404,0.27206638,-0.55724776,0.036703963,-0.7261454,-0.012578499,-0.8223544,-0.061241638,-0.8969677,-0.11175918,-0.56048894,-0.13852188,-0.74284023,-0.18307582,-0.84587044,-0.22163866,-0.92684937,-0.25833613,-0.5332172,-0.3068669,-0.7206081,-0.35028955,-0.8321918,-0.37014136,-0.9218461,-0.38755623,-0.47301844,-0.49055088,-0.65218514,-0.5286156,-0.76289064,-0.5276807,-0.8597369,-0.5096805,Hello
0.0,0.0,-0.13834722,0.2112357,-0.38433814,0.28293318,-0.55122834,0.25003746,-0.64100385,0.2534176,-0.5578442,-0.0094568385,-0.725077,-0.095055655,-0.82906,-0.16285436,-0.9099259,-0.22541162,-0.5453014,-0.17627852,-0.7217113,-0.26575065,-0.825597,-0.3181957,-0.90716326,-0.36262646,-0.50444543,-0.33801404,-0.6833519,-0.41601804,-0.79747665,-0.4486449,-0.88215125,-0.47096616,-0.43594226,-0.49406603,-0.59569615,-0.5428896,-0.7025593,-0.54585826,-0.785721,-0.5295308,Hello
